ID,Description,Entry_ID,Antonym,Encyclopedic_Info,Media_IDs,Near_Synonym,Scientific_Name,Semantic_Domain,Synonym
SN002879,"type of duck, large, white thoat, fawn chest, seen on Strachan Island",nambnamb,,,,,,Bird,
SN002880,"two or three days away from today, a few days away from today (before or after)",nambt,,,,,,,
SN002881,"day after tomorrow, sometime in the next 3 days",nambtawa,nambt,,,,,,
SN002882,hit from a distance by means of throwing or shooting something (typically with an arrow),LX000895,,,,,,,LX001444
SN002883,"secure by transfixing, e.g. hammering a nail through something",LX000895,,,,,,,
SN002884,soldier ant,LX000896,,,,,,,
SN002885,"on what, locative form of nen 'what'",LX000897,,,,,,,
SN002886,to what,LX000898,,,,,,,
SN002887,with what?,LX000899,,,,,,,
SN002888,"of what, belonging to what",LX000900,,,,,,,
SN002889,with what,LX000900,,,,,,,
SN002890,"for what, for the benefit of what",LX000901,,,,,,,
SN002891,"why, for what",LX000902,,,,,,,
SN002892,"gecko, tropical house lizard",LX000903,,,,,,Lizards and goannas,
SN002893,"house gecko, small gecko that lives in houses and always make a noise",LX000904,,,,,,,
SN002894,lizard clan,LX000905,,,,,,,Seregu_tuwirer
SN002895,"clan name, Dimsisi side",LX000906,,,,,,,
SN002896,male personal name,Nango,,,,,,,
SN002897,gill filament,LX000907,,,,,,Parts of a fish,
SN002898,ends of gill filament,LX000908,,,,,,Parts of a fish,
SN002899,"with what, by what means, how (using what)",LX000909,,,,,,,
SN002900,by means of what,LX000910,,,,,,,
SN002901,"why, for what purpose",LX000911,,,,,,,
SN002902,whatever,LX000912,,,,,,,
SN002903,banana (generic),LX000913,,,,,,,
SN002904,banana cake,LX000914,,,,,,,
SN002905,dangling stalk holding hand of bananas,LX000915,,,,,,,
SN002906,banana leaf,LX000916,,,,,,,
SN002907,beaten outer fibres from banana stalk layer,LX000917,,,,,,,
SN002908,comb of banana,LX000918,,,,,,,
SN002909,"black stuff inside stem of banana: if left for a while, it forms water which can be drunk",LX000919,,,,,,Food ; Parts of a plant,
SN002910,small threads of fibres inside banana stalk,LX000920,,,,,,Parts of a plant,
SN002911,stalk that the hand of bananas hangs from,LX000921,,,,,,,
SN002912,layer of banana stalk sliced around about 120 degrees of stalk's circumference,LX000922,,,,,,,
SN002913,"banana plant, stem",LX000923,,,,,,,
SN002914,banana leaf,LX000924,,,,,,,
SN002915,bunch of bananas,LX000925,,,,,,,
SN002916,stalk of bananas,LX000926,,,,,,,
SN002917,Golden Whistler,LX000927,,"So-called because it is bright yellow underneath, like a banana colour",,,Pachycephala aurea,Bird,
SN002918,Yellow-bellied sunbird,LX000928,,,74ee860a4acbf26df8e128b4aaee7b4a,,Cinnyris jugularis,Bird,LX000385
SN002919,dyadic address term used between two people who have eaten two halves of a split banana,LX000929,,,,,,,
SN002920,ywllow-bellied sunbird,LX000930,,,,,,Bird,
SN002921,yellow cuscus,LX000931,,,,,,Marsupial,
SN002922,"banana plantation, stand of bananas",LX000932,,,,,,,
SN002923,"cover, enclose, wall in",naos,,,,,,,
SN002924,cut,LX000933,,,,,,,
SN002925,brown quoll,nasanasa,,,,,,Marsupial,
SN002926,far,nasgi,,,,,,,
SN002927,far,nasgis,,,,,,,
SN002928,furthest,nasgiwan,,,,,,,
SN002929,female personal name,Natr,,,,,,,
SN002930,place name,LX000934,,This is the modern form for the name; it used to be Näträr mng̅,,,,,
SN002931,(female personal name - check if is Nen or from Balimo),Nawir,,"Bearers: Nawir Blba, daughter of Blba Or and Mesi",,,,,
SN002932,"male personal name, in Bepi Kiembtuwirer clan",LX000935,,,,,,,
SN002933,"tree species, possibly bombax ceiba or brachychiton (kurrajong), no leaves, red flowers 'like a pillow'",LX000936,,,,,,Tree,
SN002934,name of ancestral character,LX000937,,,,,,,
SN002935,naked,nekit,pulsut,,,,,,piso
SN002936,male personal name,Nema,,,,,,,
SN002937,cross-beam,LX000938,,,,,,,
SN002938,stalk,LX000939,,,,,,Parts of a plant,
SN002939,belly button,LX000939,,,,,,Body,
SN002940,banana variety (lit. 'no stalk banana'),LX000940,,,,,,,
SN002941,"language name, spoken in Keru village, based on their word for 'what'",Neme,,,,,,,
SN002942,"why, because of what",nemne_1,,,,,,,
SN002943,"from what, made from what",nemne_1,,,,,,,
SN002944,"(combined with oblique pronoun) reason, for (X's) own reasons",nemne_2,,,,,,,
SN002945,why,nemne_3,,,,,,,LX000888
SN002946,"for some reason, for any reason",nemnep,,,,,,,
SN002947,forms polar (yes-no) questions,nen_1,,,,,,,
SN002948,whether - forms embedded polar (yes/no) questions,nen_1,,,,,,,
SN002949,what,nen_2,,,,,,,
SN002950,"hungry season - time during the heavy wet season, when people go hungry. Mostly March/April; March is the worst time (from 'Nen gorama?' 'what will I have?'",nen_gorama,,,,,,,
SN002951,Nen language,Nen_Zi,,,,,,,
SN002952,ignore the needs of others,nene,,,,,,,
SN002953,female personal name,Nene,,,,,,,
SN002954,evil spirit,nene_zi,,,,,,Spirits of things,LX001317
SN002955,"Selfish, egotistical person who ignores the needs of others, typically by not sharing with them",nenedner,,,,,,,
SN002956,hungry season which comes in torb pip if you haven't stored enough yams,nengorama_pap,,So called because people say 'nen gorama?' what will I eat?,,,,,
SN002957,remove covering,nengs,,,,,,,
SN002958,"something, I don't know what",nenp,,,,,,,
SN002959,female personal name,Nenp,,"This name arose in an unusual way. When the mother was asked what sort of child she was expecting, she replied 'nenp' ('something'), and this stuck as the child's name.",,,,,
SN002960,what.else,nens,,,,,g,,
SN002961,anger,LX000941,,,,,,,
SN002962,short-tempered,LX000942,,,,,,,
SN002963,get angry,LX000943,,,,,,,
SN002964,angry,LX000944,,,,,,,
SN002965,bottle-like liquid container made from a coconut shell,LX000945,,,,,,,
SN002966,plant species,LX000946,,"Similar to médédég̅ but the latter is much taller, and grows in forest, used for houseposts",,,Fagraea racemosa,Plant,
SN002967,plant species,LX000946,,,,,Leea indica,Plant,
SN002968,"eat; consume. 'Eat' is the default meaning, but can also be combined with nu as object to mean 'drink'",nes,,,,,,,
SN002969,female personal name,Newir,,,,,,,
SN002970,male personal name,LX000947,,,,,,,
SN002971,be lined up (of two),LX000948,,,,,,,
SN002972,stand in a line,LX000949,,,,,,,
SN002973,go,LX000950,,,,,,,
SN002974,be (used of plural non-human subjects),LX000950,,,,,,,
SN002975,"come, ejaculate (of male)",LX000950,,,,,,,
SN002976,stand over to the side,LX000951,,,,,,,
SN002977,"go, of two",LX000952,,,,,,,
SN002978,"head down, head bowed, about to dive",ni,,,,,,,
SN002979,bow one's head,LX000953,,,,,,,
SN002980,dive down,ni_is,,,,,,,
SN002981,bow down,ni_is,,,,,,,
SN002982,sedge type,nini_kaskas,,Women use this for weaving bags.,,,,"Tree ; Grass, herb, vine",
SN002983,male personal name,Niro,,,,,,,
SN002984,"greedy person, person who does not share",LX000954,,,,,,,
SN002985,come,LX000955,,,,,,,
SN002986,be here,LX000955,,,,,,,
SN002987,what (ergative form),LX000956,,,,,,,
SN002988,"Nambu language, Keraki language",Nmbo,,,,,,,
SN002989,"in the middle of, along the road",nndkp,,,,,,,
SN002990,"term used to refer to the Mayawa section, which are said to be in the idle with respect to Bangu (who are in front) and Sangara (who came last)",nndkp,,,,,,,
SN002991,"halfway, on the way",nndkpama,,,,,,,
SN002992,in the middle,nndkpama,,,,,,,
SN002993,plant species,nndkr,,,,,Syzygium effusum,Plant,LX001710
SN002994,yam (generic),nne_1,,,,,,,
SN002995,food (in general),nne_1,,,,,,,
SN002996,"eat, drink: consume. Eat is the default meaning, but can be combined with nu 'water, liquid' to get 'drink' meaning",ne_2,,,,,,,
SN002997,consume (covers eating and drinking) on one's own,one_3,,,,,,,
SN002998,eat (of two),un_4,,,,,,,
SN002999,"eat by oneself, on one's own (e.g. saving food to eat without sharing). (N2:55 ""nonetan stresses 'I'm actioning it, putting it into my mouth.')",one_5,,,,,,,
SN003000,eating,ne_6,,,,,,,
SN003001,yams to be saved as sucker yams,nne_bend,,,,,,Plant,nne_tapa_bend ; nne_tapa_bend
SN003002,sacred kingfisher; term can also be applied to the forest kingfisher though this latter is more precisely referred to as pan nne gane,nne_gane_amni,,= Idi peñadrolog. Name comes from the fact that supposedly the kingfisher used to pick up yam skins when they were dropped.,,,Todiramphus macleyii; Todiramphus sancta,Bird,
SN003003,"yam seedlings, shoots",nne_rzrz,,,,,,Growth of plants,
SN003004,ring made to measure how wide a yam is,LX000957,,,,,,,
SN003005,"yam sucker, yams for planting",nne_tapa,,,,,,,
SN003006,yams saved for sucker yams,nne_tapa_bend,,,,,,,nne_bend ; nne_bend
SN003007,"shoots, suckers (term still used even if they are 20 inches high)",LX000958,,,,,,,
SN003008,yam mound,nne_ze_wn,,,,,,,
SN003009,yams for eating (as opposed to planting),nnemne_nne,,,,,,,
SN003010,"vegetables, greens",nnewer,,,,,,,
SN003011,edible,nnewer,,,,,,,
SN003012,greens,nnewer_wn_san,,,,,,,
SN003013,gums (of a person),nnga,,,,,,,
SN003014,younger sister (of man),nngn,,,,,,"Brother, sister",
SN003015,younger sister,nngn_mleg,,,,,,"Brother, sister",
SN003016,younger siblings (collective),nngnb,,,,,,,
SN003017,"siblings, brothers and sisters",nngnngn,,,,,,,
SN003018,"clan name, different from Seregu",LX000959,,,,,,,
SN003019,female personal name,Noe,,"Bearers: (a) Noe Or, 5th born child or Or Blba and Doa Teräb; married to Katawa",,,,,
SN003020,breast (woman),nono,,,,,,,
SN003021,wattles or 'breast part' of cassowary,nono,,,,,,Parts of a bird,alol
SN003022,child still at suckling age,LX000960,,,,,,,
SN003023,type of gecko. It is said that if you come close to this gecko with a bare chest it will jump on you and suck your nipples,LX000961,,,,,Gehyra baliloa,Lizards and goannas,
SN003024,channel-billed cuckoo,LX000962,,,,,Scythrops novaehollandiae,Bird,wak_1
SN003025,nipple,nono_skop,,,,,,,
SN003026,woman who is bought as a substitute sister for a man wanting to contract a marriage but lacking a sister of his own to form the exchange,nop,,,,,,,
SN003027,"cut, sever",LX000963,,,,,,,
SN003028,take a shortcut,LX000963,,,,,,,
SN003029,"stop, cease",LX000963,,,,,,,
SN003030,"meet, go to meet someone as they arrive",LX000964,,,,,,,
SN003031,come (of two),LX000965,,,,,,,
SN003032,water,nu,,,,,,,
SN003033,"rain, rainwater",nu,,,,,,,
SN003034,"bathing water, water place for bathing",nu,,,,,,,
SN003035,drain,LX000966,,,,,,,
SN003036,raindrop,nu_bdr,,,,,,,
SN003037,"water goanna, poss. varanus salvator",LX000967,,,,,,Lizards and goannas,
SN003038,"mango-like tree, grows near creeks and rivers",LX000968,,,,,Pentaphlangium pachycarpum,Plant,
SN003039,urethra,nu_bene,,,,,,,
SN003040,"remaining muddy, stagnant water in swamp / creek, dried up pool. Good place to spear cassowaries",nu_berber,,,,,,Water,sao_berber
SN003041,hot water,nu_bnz,,,,,,,
SN003042,water container,LX000969,,,,,,,LX000390
SN003043,pandanus species,nu_gerek,,,,gerek,Pandanus sp.,Plant,
SN003044,pandanus species,nu_grar,,"Has fewer thorns than nu gerek, which also grows much taller (10 m whereas nu grer only grows to around 3 m). Also opposed to dipa grar which grows by river pools and has long leaves.",,,,Plant,
SN003045,"generic term for water-dwelling snakes, including gezubr, saopatr, bangr, and gereba (this last, eelfish, still included as a kanam)",nu_kanam,,,,,,Snake,
SN003046,water container made from spathes of black palm (katro); hangs rather than sits on ground (the latter being nu qéki),nu_katro,,,,,,,
SN003047,green.ant,LX000970,,,,,,Insect,
SN003048,"cup, made of half a coconut shell",nu_qar,,,,,,,
SN003049,raincloud,LX000971,,,,,,,
SN003050,"water container, that sits on ground",LX000972,,,,,,,
SN003051,"rainmaking device (container) a larger, long container, like a baby's dish",LX000972,,,,,,,
SN003052,rain shower,nu_seisei,,,,,,,
SN003053,"lid, stopper, e.g. for néqéd",LX000973,,,,,,,
SN003054,rainmaker,LX000974,,,,,,Occupation,
SN003055,"water container, bottle",nu_ws,,,,,,,
SN003056,plant species,LX000975,,"People scratch root with shell, squeeze it on strainer, drink juice to cure dysentery, was used during cholera epidemic",,,Popvia pisocarpa,Plant,
SN003057,plant species,nuer,,,,,,,
SN003058,"place name, on Zeri Road",Nugums_Pap,,Kiembtuwirer and Seregu built a barrier here to stop barramundi going into freshwater and Wasara into saltwater. Watershed between waters that go north to Fly and South to Torres Strait.,,,,,
SN003059,plant species,nukpnukp,,,,,Eurya tigang,Plant,
SN003060,action of bringing a girl back to conclude/satisfy an exchange of women,nuri,,,,,,,
SN003061,flood,nusig,,,,,,,
SN003062,tide,nusig,,,,,,,
SN003063,plant species,LX000976,,,,,Cleianthus myriantis,Plant,
SN003064,rain on; (subj) have rain fall on one,LX000977,,,,,,,
SN003065,be thirsty,LX000978,,,,,,,
SN003066,come (future imperative non-dual form),LX000979,,,,,,,
SN003067,come (future imperative dual form),LX000980,,,,,,,
SN003068,come (suppletive form used in some pasts). Towards form of zrman,LX000981,,,,,,,
SN003069,be (suppletive remote past form),LX000982,,,,,,,
SN003070,banana leaf-stem,LX000983,,,,,,,
SN003071,response call uttered when someone has said to you nogiabt! 'you are working!',o_1,,,,,,,
SN003072,or,o_2,,,,,,,
SN003073,"or, lest (in giving warning)",o_3,,,,,,,
SN003074,otherwise,oba,,,,,,,
SN003075,"spread out, disperse",LX000984,,,,,,,
SN003076,"magic, sorcery",obe,,,,,,,
SN003077,"sorcerer, who kills people",LX000985,,,,,,,
SN003078,Moluccan scrub fowl,odaga,,,7929d8ff58704db87126909581acee68 ; a8371b747312abb229566dd7d5b80d2a,,Megapodius reinwardt,Bird,kaeko
SN003079,scrubfowl mound,odaga_gn,,"Old scrubfowl monds are good for planting yams, just make a small garden around it and plant mingane and baboa because long yam roots can go down a long way through the soft soil of the mound",,,,,
SN003080,walking stick,odo,,,,,,,
SN003081,support pole when crossing a bridge,odo,,,,,,,
SN003082,"replace, act as substitute, step into another person's role",oegs,,,,,,,
SN003083,"pass on, e.g. from one branch to another, or from one person to another (e.g. in performing sequences of songs), cross (e.g. a creek or a log)",ogamn,,,,,,,
SN003084,"swap one's possessions, share each other's things",ogamn,,,,,,,
SN003085,transmit,ogamn,,,,,,,
SN003086,Male personal name,Ogayag,,,,,,,
SN003087,work,ogiabs,,,,,,,
SN003088,"function, work",ogiabs,,,,,,,
SN003089,working,ogiabser,,,,,,,
SN003090,"lie, tell lies",ograes_1,,,,,,,
SN003091,pretend to,ograes_2,,,,,,,
SN003092,liar,ograeser,,,,,,,
SN003093,whistle,LX000986,,,,,,,
SN003094,creep,okambos,,,,,,,
SN003095,"wrestle, grab each other, tug each other, pull each other to see who can be the winner",okaos,,,,,,,
SN003096,"Exchange sisters 'crossover style': instead of direct exchange of sisters between A and B, two men A and B from one clan exchange sisters with two men C and D from another, such that A marries D's sister and B marries C's sister.",okenas,,,,,,,
SN003097,"owl - includes barking owl, southern boobook and rufous owl",okok,,,85b0c9969fc75b90a9eefc680ccb2def ; 082216696740e37d84164ff23e9b2d75,,Ninox connivens; Ninox rufa,Bird,
SN003098,"spectacles, eye glasses",okok_skop_1,,,,,,,skop_glas
SN003099,sero pattern that looks like owls' eyes,okok_skop_2,,,,,,,
SN003100,place name,Oleole,,,,,,,
SN003101,"first place where ancestors, Wlila and Mitoma, met and sat down. The Seregu spoke Äkämär and the Kiembtuwirer spoke Bäpi. There is a patch of different coloured ground there, which is their transformed excretion",Oleole_Dipa_Got,,"GPS: 08 34.187 S, 142 04.052E, el. 35 m.",,,,,
SN003102,"dive, duck under water, immerse oneself",olet,,,,,,,
SN003103,sink,olet,,,,,,,
SN003104,orange,olnsis,,,,,,Food from fruit,
SN003105,staking sticks which yam tendrils grow up,omane,,Should always be planted to the west so as to protect in case there is a strong wind,,,,,
SN003106,"get dressed, dress each other",LX000987,,,,,,,
SN003107,"decorate oneself, put things on oneself",LX000987,,,,,,,
SN003108,already decorated,omanesere,,,,,,,
SN003109,"emit smell, smell",LX000988,,,,,,,
SN003110,"twig tree, woman can take scrub out and weave baskets, 'rope tree'",LX000989,,Used for weaving baskets,,,Brachychiton carruthersii,Plant,
SN003111,middle section of Bimadbn village,Ombrdbn,,,,,,,
SN003112,"hot (in any sense - ambient, objects, body)",ombte,LX000622,,,,,,
SN003113,heat,ombte,,,,,,,
SN003114,dry,ombtes,,,,,,,
SN003115,feel hot,LX000990,,,,,,,
SN003116,"beg, beseech",LX000991,,,,,,,
SN003117,"Two kinds of 'beggar bird': Mangrove Gerygone, and Rufous Babbler.",LX000992,,,,,Garritornis isidorei,Bird,
SN003118,beggar,LX000993,,,,,,,
SN003119,adze,omo,,,,,,,
SN003120,"throw in net, catch fish by net",one,,,,,,,
SN003121,catch fish by poisoning river or pool,one,,,,,,,
SN003122,"tinder dust, small dry particles that fall when you squeeze dried bak (e.g. psr, kend) in your hands",ongnongn,,,,,,Light a fire,
SN003123,deaf,onon,,,,,,,
SN003124,"thoughtless, careless, silly confused, without thinking straight",onon,,,,,,,
SN003125,stupid,onon,,,,,,,
SN003126,escape,onzars,,,,,,,
SN003127,nearly (of something that nearly happened but didn't),onzars,,,,,,,
SN003128,light (in colour),opa,tekr,,,,,,
SN003129,easy,opa,,,,,,,
SN003130,plant species,opa_erere,,,,,Cryptocarya medicinalis,Plant,
